name,sex,country_cod),country,affiliate_name,age,height,weight
Keoma Le Brun,M,FR,France,CrossFit Wolf Spirit,26,179 cm,82 kg
James Strudwick,M,GB,United Kingdom,Esprit de Corps CrossFit,22,177 cm,180 lb
Mark Pfeifer,M,US,United States,CrossFit Galvanize,35,69 in,177 lb
Shawn Bhatti,M,US,United States,CrossFit Soul Miami,26,72 in,202 lb
Nathan Kuffrey,M,US,United States,CrossFit Crag,30,68 in,185 lb
Ivan Gaitan,M,AR,Argentina,,30,165 cm,73 kg
James Bevan-lee,M,US,United States,Cascade CrossFit,32,69 in,187 lb
Brandon Shuck,M,US,United States,CrossFit Pineville,36,70 in,191 lb
Tadhg Lawless,M,IE,Ireland,,19,72 in,85 kg
Arni Bjorn Kristjansson,M,IS,Iceland,CrossFit XY,32,182 cm,210 lb
Mikkel Vingborg,M,DK,Denmark,CrossFit Osterbro,26,196 cm,107 kg
Mitchell Sanchez,M,US,United States,Wildland CrossFit,29,,
Nicholas Mcfarlane,M,US,United States,1910 CrossFit,31,70 in,190 lb
Joaquin Ramirez,M,US,United States,Double Edge CrossFit South,28,67 in,177 lb
Jesus Herrera Fernandez,M,ES,Spain,Area CrossFit,26,,
Yasuhiro Uchibori,M,JP,Japan,Reebok CrossFit Heart and Beauty,32,,
Nicholas Azorr,M,US,United States,CrossFit Woodstock,23,,
Tyler Erlandson,M,US,United States,CrossFit Kilter,26,71 in,205 lb
Alvin Hudson,M,US,United States,CrossFit Killshot,27,69 in,195 lb
Brian Stites,M,US,United States,CrossFit On Track,39,70 in,190 lb
Nicola Petruzzi,M,IT,Italy,CrossFit Mola di Bari,33,180 cm,81 kg
Jorge Andre Carvalho Correia,M,PT,Portugal,Area CrossFit,29,,80 kg
Nate Scola,M,US,United States,CrossFit Armed,28,70 in,210 lb
Francesc Xavier Díaz Jiménez,M,ES,Spain,CrossFit Lambda,22,,73 kg
Kevin Schuetz,M,US,United States,Koda CrossFit Iron View,33,73 in,205 lb
Maksim Makarov,M,RU,Russian Federation,CrossFit Tirus,28,177 cm,75 kg
Anthony Gnoato,M,CA,Canada,CrossFit 604,22,66 in,164 lb
Donald Williams,M,NZ,New Zealand,CrossFit Eight,31,168 cm,85 kg
Adam Izzo,M,US,United States,CrossFit 508,39,69 in,175 lb
Dillon Boss,M,US,United States,Sycamore CrossFit,27,68 in,185 lb
Shawn Clark,M,CA,Canada,CrossFit Col,28,69 in,186 lb
Grant Beaird,M,US,United States,CrossFit Empire South,23,71 in,185 lb
Michael Kearney,M,CA,Canada,FA CrossFit,30,72 in,200 lb
Nolan Cavanaugh,M,US,United States,Paradiso CrossFit,26,72 in,195 lb
Andre Azevedo,M,PT,Portugal,CrossFit Boarland,35,173 cm,174 lb
Eduardo Bernal Marquez,M,ES,Spain,Giralda CrossFit,29,,
Dallin Pepper,M,US,United States,Spanish Fork CrossFit,18,71 in,210 lb
Michael Mogard,M,US,United States,Reebok CrossFit 673,36,69 in,178 lb
Simon Bäckström,M,SE,Sweden,Skelleftea CrossFit,25,,
Fabio Dechichi,M,BR,Brazil,CrossFit Thribo,30,176 cm,176 lb
Chris Dunn,M,US,United States,Blue Crab CrossFit West,25,67 in,170 lb
Yann St-Jacques,M,CA,Canada,Ultime CrossFit,32,68 in,190 lb
Juan Huidobro,M,AR,Argentina,Codigo CrossFit,23,166 cm,72 kg
Joey Szwec,M,US,United States,CrossFit Passion,25,70 in,187 lb
Collin Garnek,M,US,United States,CrossFit SEO,22,183 cm,215 lb
Douglas Hildreth,M,US,United States,Newberg CrossFit Rebuilt,35,71 in,203 lb
Magnus Ostermann,M,DK,Denmark,CrossFit Nordvest,22,175 cm,163 lb
Bryce Carlson,M,US,United States,CrossFit Hoffman Estates,24,71 in,180 lb
Blake Sama,M,US,United States,CrossFit Free,31,,174 lb
Michalis Evryviades,M,CY,Cyprus,,32,,190 lb
Matthew Michaud,M,US,United States,Everproven CrossFit,35,72 in,195 lb
Jesse Burns,M,AU,Australia,,23,170 cm,77 kg
Zak Anderson,M,US,United States,Omega CrossFit,30,67 in,173 lb
Brandon Bizier,M,US,United States,CrossFit The Point,25,69 in,200 lb
Tony Facchini,M,US,United States,CrossFit TRONE,27,70 in,200 lb
Pablo Cazalis,M,ES,Spain,CrossFit Zarautz,28,181 cm,93 kg
Corey Berger,M,US,United States,Barrier Island CrossFit,33,70 in,194 lb
Rob Thomas,M,US,United States,CrossFit Hype,30,73 in,195 lb
Jonathan Thiboutot,M,CA,Canada,,26,184 cm,204 lb
Alexandre Bradley,M,TN,Tunisia,CrossFit Serval,32,180 cm,200 lb
Dan Hardiman,M,US,United States,CrossFit Barracks,23,66 in,186 lb
Ahmed Eid,M,EG,Egypt,CrossFit Yas,37,175 cm,90 kg
Iain Goulding,M,IE,Ireland,CrossFit C2F,26,172 cm,84 kg
Abdulrahman Sulayman,M,EG,Egypt,CrossFit MetaliZe,31,183 cm,85 kg
Jonathan Manesse,M,FR,France,CrossFit Da Vinci,37,187 cm,97 kg
Alex Gordon,M,US,United States,SUBU CrossFit,28,,
Tyler Marsh,M,CA,Canada,CrossFit Orangeville,22,183 cm,203 lb
Genin Eliott,M,FR,France,CrossFit Bourgoin,21,177 cm,80 kg
Josh Petlowany,M,US,United States,,40,72 in,205 lb
Maxime Roy De Sylva,M,CA,Canada,CrossFit Adm,27,67 in,170 lb
Jack Campbell,M,NZ,New Zealand,Andfit CrossFit,28,,
Anthony Brown,M,US,United States,Feast CrossFit,29,68 in,200 lb
Severin Irimia,M,RO,Romania,,32,182 cm,88 kg
Janne Kakarinen,M,FI,Finland,CrossFit Oulu,30,176 cm,82 kg
Christoph Bueeler,M,CH,Switzerland,CrossFit Zug,23,188 cm,98 kg
Marco Alejandro,M,US,United States,CrossFit MFP,27,,200 lb
Austin Childs,M,US,United States,Objee CrossFit,22,70 in,165 lb
Jake Armistead,M,AU,Australia,CrossFit Craigieburn,27,182 cm,84 kg
Stéphane Augustin,M,FR,France,CrossFit Narbonne,25,178 cm,80 kg
Iker Guillamon,M,ES,Spain,CrossFit Bergara,26,173 cm,84 kg
Francesc Garriga Baltrons,M,ES,Spain,CrossFit 77 Feet,23,,
Cameron Lewis,M,US,United States,,25,69 in,180 lb
Lachlan Cassidy,M,AU,Australia,Snake CrossFit,25,183 cm,89 kg
Layne Palm,M,US,United States,CrossFit OC3,25,71 in,205 lb
Lukas Grouleff,M,DK,Denmark,CrossFit Hobro,22,,
Andrey Guryev,M,RU,Russian Federation,CrossFit Geraklion Salut,27,,185 lb
Luke Fowler,M,NZ,New Zealand,CrossFit Selwyn,20,170 cm,75 kg
Emilio Rossini,M,IT,Italy,CrossFit Meda,23,,
Tyler Gould,M,US,United States,CrossFit Thermal,25,72 in,195 lb
Austin Gunsauls,M,US,United States,OTAC CrossFit,24,73 in,200 lb
Barney Linssen,M,GB,United Kingdom,Coast Side CrossFit,30,178 cm,88 kg
Dan Bailey,M,US,United States,CrossFit Columbus,36,67 in,180 lb
Tyler White,M,US,United States,Ocean State CrossFit,30,70 in,190 lb
Chuck Brehm,M,US,United States,CrossFit WDP,37,71 in,205 lb
Shane Ormerod,M,AU,Australia,CrossFit Urge,30,173 cm,85 kg
Aaron Osborne,M,AU,Australia,CrossFit Sunshine Coast,32,167 cm,85 kg
Pavel Frajdt,M,SK,Slovakia,CrossFit Alpha Prime,30,186 cm,95 kg
Yohann Gigord,M,FR,France,CrossFit Saint Simon,31,176 cm,187 lb
Dillon Youngman,M,US,United States,Alpine CrossFit,26,70 in,195 lb
Vladislav Zakhovaev,M,RU,Russian Federation,CrossFit Redyar,28,179 cm,84 kg
Michal Wesolowski,M,PL,Poland,,27,,
Shingo Moromasa,M,JP,Japan,BeeGrow CrossFit,33,5 in,185 lb
Hugo Leighton,M,AU,Australia,BTS CrossFit,25,170 cm,174 lb
Aaron Rabin,M,US,United States,CrossFit Cloud City,28,70 in,188 lb
Gustavo Vaz Tostes,M,BR,Brazil,WIT CrossFit (Expelled),32,177 cm,79 kg
Anthony Chiarelli,M,US,United States,RWP CrossFit Hemlock,27,67 in,160 lb
Old Man,M,ES,Spain,CrossFit Santo Reino,38,177 cm,81 kg
Joe Taylor,M,GB,United Kingdom,CrossFit West Yorkshire,29,175 cm,85 kg
Felix Rehder,M,DE,Germany,CrossFit Schmelztiegel,23,180 cm,82 kg
Marcel Lamée,M,DE,Germany,CrossFit Blue Pit,32,184 cm,93 kg
Ruan Potgieter,M,ZA,South Africa,CrossFit 152,23,182 cm,85 kg
Matt Haney,M,US,United States,CrossFit Russellville,31,73 in,195 lb
Anthony Franciosi,M,US,United States,CrossFit Invictus Back Bay,29,71 in,190 lb
Nasser Alruwayeh,M,KW,Kuwait,CrossFit Q8,27,183 cm,100 kg
Pepe Planella,M,ES,Spain,Món CrossFit,26,178 cm,83 kg
Guillermo Nielli,M,UY,Uruguay,B2 CrossFit,26,169 cm,88 kg
Josh Boyle,M,NZ,New Zealand,CrossFit Latitude 39,34,177 cm,87 kg
Corey Allen,M,AU,Australia,CrossFit DRC,31,174 cm,81 kg
Heath Moody,M,US,United States,CrossFit SPT,41,73 in,208 lb
Alan Joyner,M,US,United States,CrossFit Believe,35,73 in,205 lb
Kim Jinsam,M,KR,"Korea, Republic of",CrossFit KTG,26,170 cm,170 lb
Antonis Androutsopoulos,M,GR,Greece,,31,172 cm,83 kg
Todd Shannon,M,AU,Australia,CrossFit Motion 136,24,176 cm,82 kg
Kyle Woeller,M,CA,Canada,Alchemy CrossFit,31,175 cm,180 lb
Alejandro Fernandez,M,ES,Spain,Tagoror CrossFit,29,174 cm,80 kg
Guillaume Bouchard,M,FR,France,CrossFit Frankton,30,179 cm,85 kg
Jessy Lemay,M,CA,Canada,CrossFit Zero-8,23,68 in,180 lb
Josh Lee,M,US,United States,CrossFit Trifecta,25,66 in,165 lb
Lucien Faber,M,FR,France,CrossFit Second Souffle,26,182 cm,83 kg
Corbin Welch,M,US,United States,CrossFit Cornelius,21,,
Guido Trinidad,M,US,United States,Peak 360 CrossFit,39,67 in,180 lb
Daniel Groot,M,NZ,New Zealand,Remuera CrossFit,27,180 cm,83 kg
Keegan Alvis,M,US,United States,CrossFit Krypton,22,,
Eder Costa,M,BR,Brazil,CrossFit Gurkha,35,188 cm,215 lb
Jacob Wheeler,M,AU,Australia,MesoMorph CrossFit,27,156 cm,68 kg
James St Leger,M,GB,United Kingdom,CrossFit Avon,36,177 cm,88 kg
Kim Jae Hong,M,KR,"Korea, Republic of",CrossFit Limelight,27,185 cm,89 kg
Darrin Gardner,M,US,United States,CrossFit Pallas,32,67 in,175 lb
Naon Mighall,M,AU,Australia,CrossFit Artax,30,173 cm,83 kg
Dustin Travers,M,US,United States,CrossFit Training Yard,29,68 in,185 lb
Marcis Mucenieks,M,LV,Latvia,CrossFit Riga,28,190 cm,93 kg
Matt Hancock,M,AU,Australia,Marlin Coast CrossFit,24,183 cm,84 kg
Pietro Fontanesi,M,IT,Italy,CrossFit Carpi,27,178 cm,83 kg
Kyler Harris,M,US,United States,Okie CrossFit Tahlequah,28,72 in,188 lb
Igor Zuev,M,RU,Russian Federation,CrossFit Berloga,24,178 cm,83 kg
Brian Francis,M,US,United States,Havasu CrossFit,40,65 in,175 lb
Garrett Corley,M,US,United States,,37,,203 lb
ryan peterson,M,US,United States,CrossFit Jetty,32,68 in,187 lb
Johnny Hunka,M,CA,Canada,CrossFit Bluenose,32,69 in,190 lb
Samuel Wright,M,GB,United Kingdom,CrossFit Utopia,27,,
Luis Monge,M,MX,Mexico,,25,178 cm,85 kg
David Kerry Cofer,M,US,United States,CrossFit 7 Hills,29,69 in,178 lb
Tyler Rodems,M,US,United States,CrossFit East County,27,70 in,168 lb
Hafsteinn Gunnlaugsson,M,IS,Iceland,CrossFit Hafnarfjordur,26,179 cm,83 kg
Harrison Palmer,M,NZ,New Zealand,CrossFit East Tamaki,24,180 cm,84 kg
Josiah Naig,M,US,United States,CrossFit Omaha,29,70 in,200 lb
Charles-Étienne Lavoie,M,CA,Canada,CrossFit RDL,23,68 in,195 lb
Raphael Gauthier,M,CA,Canada,,36,180 cm,195 lb
Julian Kragh-Maschvitsz,M,DK,Denmark,CrossFit 2605,26,193 cm,100 kg
William Kearney,M,AU,Australia,CrossFit Escape,20,184 cm,80 kg
Albert Naugle Gudino,M,ES,Spain,CrossFit G2,35,,
Nathan Moore,M,US,United States,Mako CrossFit,26,,180 lb
Aaron Holt,M,US,United States,Smokey Hollow CrossFit,27,71 in,202 lb
Harry Werz,M,DE,Germany,Hauptstadt CrossFit,32,180 cm,95 kg
Michael Evans,M,US,United States,CrossFit Lehi,23,,190 lb
Ross Bradley,M,US,United States,River North CrossFit,34,72 in,195 lb
Khalid Aljarallah,M,KW,Kuwait,Circuit Plus CrossFit Shuwaikh,33,175 cm,88 kg
Javier Gonzalez,M,ES,Spain,Yo Soy CrossFit,27,170 cm,81 kg
Zac Courtier,M,US,United States,CrossFit West Allis,21,69 in,165 lb
George Huerta,M,US,United States,CrossFit Pendulum,27,60 in,175 lb
Jeff Fotti,M,CA,Canada,CrossFit Rush,43,68 in,195 lb
Leonardo Migot,M,IT,Italy,CrossFit Ceresio,22,,89 kg
Yago Freire,M,GT,Guatemala,CrossFit Solace,20,175 cm,170 lb
Eren Kim,M,KR,"Korea, Republic of",CrossFit Imkkukjeong,27,168 cm,165 lb
Emanuel Aponte,M,US,United States,CrossFit Gnosis,28,67 in,165 lb
Richard Deschamps,M,CA,Canada,Undefeated CrossFit,27,70 in,195 lb
Thaddeus Caron,M,US,United States,CrossFit Calypso,33,68 in,180 lb
Igor Duarte,M,BR,Brazil,Klaus CrossFit,25,172 cm,80 kg
Dayne Dyer,M,US,United States,Beartooth CrossFit,33,73 in,205 lb
Marius Tinglum Pettersen,M,NO,Norway,CrossFit Oslo,26,185 cm,91 kg
Eivind Ringard,M,NO,Norway,CrossFit Oslo,30,180 cm,95 kg
Elwin ter Avest,M,NL,Netherlands,CrossFit Twente,26,182 cm,88 kg
Luis Perez,M,MX,Mexico,CrossFit Fibonacci,34,178 cm,180 lb
Beta Mejia,M,CO,Colombia,,25,,
Zachary Schober,M,US,United States,CrossFit Trinium,27,66 in,135 lb
Yu-sen Zhu,M,CN,China,L7 Lian CrossFit,23,,
Anthony Ayala,M,US,United States,CrossFit RepScheme,31,,190 lb
Evan Smith,M,US,United States,Yakima CrossFit,24,66 in,173 lb
Augustin Vilicnik,M,HR,Croatia,Heart Rate CrossFit,30,181 cm,91 kg
Calum Clements,M,ES,Spain,CrossFit Denia,23,185 cm,87 kg
Rafa Fernandez Boza,M,ES,Spain,SiO2 CrossFit,25,,
Lukasz Trzonkowski,M,PL,Poland,,37,179 cm,98 kg
Eli Shipley,M,US,United States,CrossFit Lee's Summit (LS),27,74 in,210 lb
Derek Duff,M,AU,Australia,BHD CrossFit,30,182 cm,92 kg
Dale Smith,M,ZA,South Africa,CrossFit PBM,26,183 cm,88 kg
Mason Zimmerman,M,US,United States,CrossFit 50211,27,75 in,190 lb
Tristan Harrison,M,US,United States,CrossFit InnerDrive,22,69 in,180 lb
Jacob Kirby,M,US,United States,CrossFit R.A.W.,29,,
Calvin Reder,M,US,United States,Chemical City CrossFit,28,,
Dallas Haught,M,US,United States,CrossFit Incite,40,73 in,203 lb
Martin Gonzalez,M,AR,Argentina,,22,176 in,167 lb
Nils Dahl,M,US,United States,CrossFit Fort Raritan,31,73 in,200 lb
Hyuksan Kwon,M,KR,"Korea, Republic of",CrossFit Fighting Spirit,34,174 cm,85 kg
Ryan Tomiyama,M,CA,Canada,CrossFit Armoury South,29,,201 lb
Logan Blackwell,M,US,United States,CrossFit Dog Fight,30,71 in,202 lb
Jakob Daniel Magnusson,M,IS,Iceland,CrossFit Hafnarfjordur,31,176 cm,187 lb
Cavan Valance,M,US,United States,WillyB CrossFit Bowery,33,73 in,209 lb
James Riley,M,US,United States,JH CrossFit,31,69 in,185 lb
Edwin Rhin Bourgeois,M,US,United States,CrossFit Kemah,38,69 in,190 lb
Anton Foss,M,US,United States,CrossFit Anacortes,24,70 in,202 lb
Robert Tomasulo,M,US,United States,CrossFit OSA,27,,
Mitchell Case,M,AU,Australia,CrossFit Conditioning,23,179 cm,90 kg
Emanuele Litrenta,M,IT,Italy,CrossFit Aroma,34,168 cm,176 lb
Marcus Stanley,M,US,United States,CrossFit Industrious,36,67 in,185 lb
Mike Brunett,M,US,United States,CrossFit 937,31,58 in,128 lb
Zac Erba,M,US,United States,CrossFit Haymaker,27,72 in,205 lb
Brent Miffitt,M,US,United States,CrossFit Wicked,35,69 in,195 lb
Arkaitz Gutierrez,M,ES,Spain,CrossFit Donosti,29,182 cm,85 kg
Tony Kurz,M,US,United States,CrossFit PR Star,41,70 in,209 lb
Matthew Wiebke,M,US,United States,CrossFit Big Easy,44,75 in,210 lb
Jared Meyers,M,US,United States,CrossFit Gamma,32,68 in,195 lb
Michael Mikaere,M,NZ,New Zealand,CrossFit Pōneke,29,178 cm,88 kg
Justin Miller,M,US,United States,CrossFit Alpha Dog,25,69 in,190 lb
Schalk Burger,M,ZA,South Africa,,25,184 cm,95 kg
Salvador Flores,M,US,United States,CrossFit Hyperactive,26,,
Thomas Stroier,M,DK,Denmark,CrossFit Butcher's Lab,24,176 cm,84 kg
Joshua Rudesill,M,US,United States,Timberwolf CrossFit,25,67 in,187 lb
Keith Rush,M,US,United States,CrossFit 50211,29,70 in,195 lb
Radoslaw Wreczycki,M,PL,Poland,,23,,
Jelle Hoste,M,BE,Belgium,CrossFit Kortrijk,25,190 cm,95 kg
Brandon Jacobs,M,ZA,South Africa,CrossFit PBM,26,179 cm,198 lb
Reece Leon,M,US,United States,CrossFit RepScheme,29,69 in,182 lb
Pepe Barrera,M,MX,Mexico,,33,177 cm,86 kg
James O'Rourke,M,US,United States,Ocean CrossFit,26,66 in,160 lb
Robert Hansen,M,US,United States,CrossFit 8035,24,70 in,183 lb
Lee Sharum,M,US,United States,Railway CrossFit,22,70 in,185 lb
J. Rodrigo Agreda,M,BO,Bolivia,Reinvented CrossFit,27,69 in,190 lb
Justin Rhodes,M,US,United States,CrossFit MWM,22,68 in,180 lb
Robin Jaramillo,M,PH,Philippines,CrossFit Elmwood Park,29,65 in,173 lb
Matt Calcagnini,M,US,United States,,28,72 in,210 lb
Kyle Woodruff,M,US,United States,Chemical City CrossFit,32,65 in,190 lb
Kyle Johnson,M,US,United States,CrossFit Embrace,24,71 in,195 lb
Jeremy Reijnders,M,NL,Netherlands,CrossFit Vondelgym,25,179 cm,88 kg
Austin Dickinson,M,US,United States,CrossFit St. Robert,29,68 in,185 lb
Luke Cuneo,M,US,United States,CrossFit Sacrifice,25,66 in,165 lb
Michael Leoni,M,US,United States,CrossFit Big Guava,28,69 in,192 lb
Anthony Vazquez,M,US,United States,Iron Bridge CrossFit,31,72 in,213 lb
James Tapp Jr,M,US,United States,CrossFit Pandemic,31,69 in,180 lb
Anthony Serpe,M,FR,France,CrossFit La Ciotat,28,,
Mitch Clarke,M,NZ,New Zealand,CrossFit Active,29,183 cm,95 kg
Joe Passalaqua,M,US,United States,CrossFit Roseland,31,70 in,188 lb
Graham Holmberg,M,US,United States,CrossFit Hilliard,35,71 in,195 lb
Jack Turner,M,GB,United Kingdom,CrossFit Leeds,23,,83 kg
Matt Deller,M,GB,United Kingdom,CrossFit Spitfire,28,174 cm,90 kg
Josh Connelly,M,US,United States,CrossFit Allendale,29,70 in,190 lb
Tristan Leclerc,M,CA,Canada,,29,175 cm,189 lb
Justin Richardson,M,US,United States,Olive Branch CrossFit,31,69 in,179 lb
Javier Heredia Noguerol,M,ES,Spain,CrossFit Teatinos,30,,80 kg
Mitchell Stech,M,US,United States,CrossFit Rise,33,71 in,190 lb
Pierre Macon,M,FR,France,CrossFit Bink 36,30,174 cm,80 kg
Zachary Gordon,M,US,United States,Ballast CrossFit,31,69 in,195 lb
Leo Grypma,M,CA,Canada,CrossFit West Kootenay,36,71 in,190 lb
Majid Al Sharaf,M,BH,Bahrain,CrossFit Delmon,29,171 cm,81 kg
Cullen Babcock,M,US,United States,IMA CrossFit,35,72 in,210 lb
Klemen Alic,M,SI,Slovenia,,27,183 cm,
Luke Wotruba,M,US,United States,NoCoast CrossFit,42,67 in,195 lb
Regan Quaal,M,US,United States,Big Sky CrossFit,27,,
Kirill Parach,M,RU,Russian Federation,CrossFit Berloga,28,174 cm,84 kg
Diego Flores,M,MX,Mexico,,24,2 in,83 kg
Yong Jun Lee,M,KR,"Korea, Republic of",CrossFit Zest,30,183 cm,188 lb
Cooper Wise,M,US,United States,CrossFit Omnia,25,68 in,165 lb
Kyler Wilkinson,M,CA,Canada,CrossFit Prince George,25,70 in,190 lb
Hyeokjae Yang,M,KR,"Korea, Republic of",CrossFit Dolmengi,35,172 cm,74 kg
Paulius Brilinga,M,LT,Lithuania,CrossFit Laisvė,28,,
Zach Galloway,M,US,United States,CrossFit Potentia,29,75 in,215 lb
Mikey Steele,M,GB,United Kingdom,CrossFit Sunderland SR1,25,175 cm,87 kg
Hamza Mahir,M,MA,Morocco,CrossFit Ain Diab,24,,
Eduardo Torres,M,US,United States,CrossFit Invictus Sorrento Valley,25,,
Zev Green,M,US,United States,CrossFit 184,28,72 in,198 lb
John Sebastian Mendoza Monsalve,M,CO,Colombia,AA’IN CrossFit,25,2 cm,80 kg
Holger Schwartz,M,DK,Denmark,Aarhus CrossFit,26,190 cm,94 kg
Nicholas Libert,M,US,United States,Mako CrossFit,28,72 in,210 lb
Kristoffer Wasmuth,M,NO,Norway,7 Fjell CrossFit,27,180 cm,83 kg
Derek Saffold,M,US,United States,CrossFit Dudley,32,66 in,185 lb
Eduan Viljoen,M,ZA,South Africa,CrossFit Cyprium,27,,192 lb
Matthew Pals,M,US,United States,CrossFit Irondale,42,72 in,190 lb
Sam Cullen,M,GB,United Kingdom,CrossFit Sweet Track,28,183 cm,86 kg
Radoslav Ivanov,M,BG,Bulgaria,CrossFit Plovdiv,26,170 cm,77 kg
Fabrizio Maggiori,M,UY,Uruguay,CrossFit Del Sur,25,,
Andrew Maxner,M,CA,Canada,CrossFit NCR,28,176 cm,190 lb
Nicolas Francois,M,FR,France,CrossFit Annecy,31,,
Rene Betzholz,M,DE,Germany,CrossFit Aachen,33,182 cm,90 kg
JaeSung Park,M,KR,"Korea, Republic of",CrossFit We Can Do It,29,,160 lb
Grigory Gribenyuk,M,RU,Russian Federation,Backstage CrossFit,26,,76 kg
Ryan Barber,M,US,United States,CrossFit 970,26,69 in,190 lb
Daniel Petro,M,US,United States,CrossFit West Cobb,32,71 in,210 lb
Ashley McFee,M,GB,United Kingdom,CrossFit Telic,31,,163 lb
Bryce Shearer,M,NZ,New Zealand,CrossFit Kia Maia,25,181 cm,92 kg
Nick Martin,M,US,United States,CrossFit Embark,29,73 in,205 lb
Ben Wise,M,US,United States,CrossFit Tried and True,26,67 in,190 lb
Petteri Peuronen,M,FI,Finland,CrossFit 10K,32,180 cm,88 kg
Alexander Underwood,M,AU,Australia,CrossFit Kirrawee,28,183 cm,95 kg
Antonio Reginaldo Silva,M,BR,Brazil,REK CrossFit,35,170 cm,83 kg
Derek Adams,M,CR,Costa Rica,CrossFit Alajuela,24,167 cm,69 kg
Anthony Vorachak,M,US,United States,CrossFit RVC,31,69 in,190 lb
Lambros Ismail,M,US,United States,CrossFit Skylands,26,,
Gary Jones,M,US,United States,Flower City CrossFit,31,72 in,191 lb
Stephen Wallace,M,US,United States,Blues City CrossFit,29,70 in,211 lb
Park Jihong,M,KR,"Korea, Republic of",CrossFit We Can Do It,28,,
Chris Harbison,M,US,United States,CrossFit 1020,36,70 in,190 lb
Brian Kunitzer,M,US,United States,CrossFit Magna,40,69 in,190 lb
Robert Wynne,M,US,United States,CrossFit Reason,27,70 in,195 lb
Geonyeop Lee,M,KR,"Korea, Republic of",CrossFit Buff,30,180 cm,90 kg
Joshua King,M,US,United States,Thunder Valley CrossFit,25,68 in,185 lb
Cameron Currie,M,US,United States,CrossFit PR Star,32,70 in,194 lb
Brandon Arndt,M,US,United States,CrossFit Adept,28,67 in,180 lb
Jack Clark,M,AU,Australia,CrossFit Underway,21,178 cm,81 kg
Robbie Copeland,M,US,United States,12 Labours CrossFit,30,75 in,218 lb
Mickael Wach,M,FR,France,CrossFit Fréjus,36,186 cm,207 lb
Wyatt Beebe,M,US,United States,MC CrossFit,24,70 in,200 lb
Leon Wagenknecht,M,DE,Germany,CrossFit U1,23,186 cm,92 kg
Mason Doherty,M,AU,Australia,CrossFit MSD,29,179 cm,88 kg
Robby McCord,M,US,United States,Do Work CrossFit,41,74 in,205 lb
Steven Pachan,M,US,United States,CrossFit 580,31,71 in,210 lb
Iurii Marincenco,M,IT,Italy,CrossFit Irnerio,24,70 in,187 lb
Carlos Zayas,M,US,United States,CrossFit Noble Defender,33,68 in,200 lb
Karl-Johan Schmidt,M,DK,Denmark,Aarhus CrossFit,29,186 cm,94 kg
Oscar Nevermann,M,SE,Sweden,,27,73 in,205 lb
Ben Rayworth,M,GB,United Kingdom,CrossFit Humber,22,77 cm,94 kg
Garrett Starr,M,US,United States,North Ankeny CrossFit,25,66 in,170 lb
Chen Sheng,M,CN,China,CrossFit MET XiaoYun,23,170 cm,75 kg
Michael van Tonder,M,ZA,South Africa,CrossFit Zulu,26,184 cm,96 kg
Gregory Douglas,M,US,United States,Power Pack CrossFit,33,73 in,210 lb
Russell McCloy,M,AU,Australia,Steel Coast CrossFit,29,166 cm,77 kg
Loai Elfeqi,M,EG,Egypt,,29,,
Christopher Kelly,M,US,United States,CrossFit Apex,28,69 in,185 lb
Torsten Waurig,M,US,United States,CrossFit ASAP Longport,30,73 in,195 lb
Hayden Weddle,M,US,United States,CrossFit Springfield,21,,
Christopher Clyde,M,US,United States,CrossFit API,33,72 in,215 lb
Nathan McNicholas,M,US,United States,CrossFit Fort Vancouver,27,68 in,185 lb
Samuel Woodman,M,US,United States,CrossFit Invictus Sorrento Valley,26,72 in,220 lb
Andrew Malek-Zadeh,M,US,United States,CrossFit Endzone,33,73 in,220 lb
Jadyn Whakatope-Stewart,M,AU,Australia,Boutique Athletic CrossFit,22,,176 lb
Ariel Fernandez,M,US,United States,CrossFit Virtuosity,33,68 in,190 lb
Bobby Wallum,M,US,United States,,30,,
Josh Eldred,M,AU,Australia,Marlin Coast CrossFit,29,180 cm,191 lb
Roel Bruinhof,M,NL,Netherlands,CrossFit Imbellem,27,181 cm,90 kg
Sven Geens,M,BE,Belgium,CrossFit Merchtem,28,183 cm,88 kg
Conor McGrath,M,IE,Ireland,CrossFit Dignus,32,175 cm,86 kg
Timothy Davis,M,AU,Australia,CrossFit BodiComplete,24,190 cm,96 kg
Abdelrahman Abdullah,M,EG,Egypt,,29,185 cm,198 lb
Damien Vetu,M,FR,France,L'Arene CrossFit Fontenay Sous Bois,26,175 cm,77 kg
Jeffrey Miller,M,US,United States,CrossFit Polaris,28,67 in,167 lb
Jordan Wallace,M,GB,United Kingdom,Reebok CrossFit Tyneside,27,165 cm,152 lb
Sam DeMeester,M,US,United States,CrossFit 269,21,71 in,195 lb
Guido Mulero,M,AR,Argentina,,28,,
Mathias Freymond,M,CH,Switzerland,Mayama CrossFit,28,179 cm,90 kg
Andreas Rye,M,DK,Denmark,Aarhus CrossFit,26,184 cm,94 kg
Steve Howell,M,CA,Canada,CrossFit Taranis,34,70 in,195 lb
